Абонент	Телефон	Номер_дома	Счет
"ОБЩЕЖИТИЕ_""НЕФТИДА""_АП_(ЖКХ_РЕМСТРОЙТРЕСТА)"	10907926	390	30,35
АМТ_ИНЖЕНЕР	92190646	35	83,04
ХУДОЖЕСТВЕННАЯ_МАСТЕРСКАЯ	97786272	43	2,27
ДВОРЕЦ_ДЕТСТВА_И_ЮНОСТИ	97981428	44	9,69
ПРОВИЗОР	96936748	31	40,76
"АВТОЗАПРАВОЧНАЯ_СТАНЦИЯ_МЧП_""ДИКСИ""2"	83172434	57	45,03
ПУЛЬТ_ИНСПЕКТОРА	42695457	4	66,34
"ООО_""МРИЯ""_(МАГ_ПРОД)"	24340909	2	10,23
"Р-Н""СЕВАСТОПОЛЬ"""	77967365	39	89,48
"ООО_ПКФ_""ОРВИС"""	42196874	14	60,17
ВАХТА_АХО	50510653	35	47,98
ЭЛЕКТРИКИ_ЦТЭ_МТС_СД_УГПЭС	33017600	59	71,83
ЖДУ_ЗАМ_НАЧАЛЬНИКА	3454095	35	24,51
СТРОИТЕЛЬСТВО	37584816	319	16,11
ГРП_НАЧ	70970618	1	50,88
КОММЕРЧЕСКИЙ_ОТД_ГЛ_БУХГАЛТЕР	988993	58	64,31
ОТДЕЛ_ПЛАТЕЖЕЙ	32046617	26	30,9
БУХГАЛТ_УЧЕТА_И_ОТЧЕТНОСТИ_ОТД	31383992	3	13,94
ЦЕНТР_ПО_НЕДВИЖИМОСТИ	51983320	54	66,3
ЖДСП	11721176	5	7,26
АДЬЮТАНТ	54309734	3	8,14
"ЗАО_ТОРГОВЫЙ_ЦЕНТР_""СОДРУЖЕСТВО"""	21012876	27	10,89
СКЛАД_ВВ_РАЗДАТОЧНЫЙ	49220747	46	12,69
БУХГАЛТЕРИЯ_ГЛАВНЫЙ_БУХГАЛТЕР	66734789	24	62,42
СУДОИСПОЛНИТЕЛЬ	5988467	57	68,52
К.230	25620745	42	23,8
ДЕЖУРНЫЙ_ОГСО	64083835	79	48,23
СТАРШ_МЕДСЕСТРА,РЕГИСТР	26309156	16	81,21
АТС	48504256	2	23,59
ОАО_КРЫМСКАЯ_СТРАХОВАЯ_КОМПАНИЯ	3102512	51	45,25
УПРАВЛЕНИЕ_РЕКРЕАЦИЙ_И_ТУРИЗМА	92699278	221	80,63
ТУТС	4818333	60	34,96
ПРОИЗВОДСТВЕННО-ТЕХНИЧ_ОТД	73303199	4	5,27
"ПРОМБАЗА_АП_""ПОДРЯДНЫЙ_СПЕЦИАЛИЗИР_РЕМОНТНО-СТРОИТ_УЧАСТОК"""	93191141	87	72,66
КАССА_1	55833133	16	3,56
НАЧАЛЬН_ТИПОГРАФИИ	44988995	382	71,9
ТНП_УЧАСТОК	77509300	35	23,14
ШТАБ_ГРАЖДАНСКОЙ_ОБОРОНЫ_НАХИМОВСКОГО_РАЙОНА	16339141	11	5,21
"ШКОЛА_ПРИКЛАДНЫХ_ИСКУССТВ_ООО_""ЯГУАР-ТРЕЙД"""	38215211	64	90,54
"ООО_""ФУДЖИ-КРЫМ""_(ПРОЯВКА_ПЛЕНКИ,_ПЕЧАТАНИЕ_ФОТОГРАФИЙ)"	57153157	49	12,55
ГЛ_ЭНЕРГЕТИК	29759432	521	91,27
"ОФИС_ООО_""ДРУГАРИ"""	90824507	14	56,63
ШКОЛА_42_ОТДЕЛ_ОБРАЗОВАНИЯ_НАХИМОВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	84751723	19	2,33
ДОМ_КУЛЬТУРЫ	33601585	93	63,98
ПРОВЕРОЧНЫЙ_EWSD	66390069	93	72,43
"ОАО_""ЗАПОРОЖЭЛЕКТРОМОНТАЖ""_СУ-464"	46247438	6	11,33
ГОС._АДМ._КАБ.5	14052138	150	68,9
"С.Ф._АПТЕЧНОЕ_УЧ-НИЕ_А.О._""КРЫМАКЦИОНЕР"""	91907637	21	51,05
ДЕПАРТАМЕНТ_ПРИБОРОСТРОЕНИЕ	83151885	37	59,4
"ЧП_ЮРИДИЧЕСКАЯ_ФИРМА_""ИНТЕРПРАВО"""	80172162	3	29,13
НАЧАЛЬНИК_К.53	21508160	6	25,16
КАЧИНСКИЙ_ПОСЕЛКОВЫЙ_СОВЕТ	33303639	11	30,55
КАБ._48	50152284	28	96,12
"ЧП_""ДИНАМО""_САЛОН_""БИЗНЕС-ТЕХНИКА"""	87973574	10	95,54
"ЗАО_РМЗ(РЕМОНТНО-МЕХАНИЧЕСКИЙ_ЗАВОД)_""РЕМЕЗ"""	43409144	25	88,91
ОТДЕЛ_ИНФОРМАЦИИ	64636360	225	34,48
СОВХОЗ-ЗАВОД_ИМ_П.ОСИПЕНКО	14465771	10	94,91
"ДИСПЕТЧЕРСКАЯ_ДП_""СЕВАСТОПОЛЬЛИФТ"""	4918921	34	86,58
ИНСПЕКЦИЯ_ГОС_ПОЖ_НАДЗОРА	92948478	45	90,88
ЦЕХ_НАЧАЛЬНИК	32733648	96	30,4
ПРИЕМНАЯ_НАЧАЛЬНИК	59176570	69	27,83
Р-ОН_МЕЛКООПТОВОГО_РЫНКА	6612361	217	61,09
УПР-НИЕ_ОХР.ЗДОРОВЬЯ_ГОГОЛЯ,4А	82640219	17	57,86
"ОФИС_ЧП_""БОНЕВИЛ"""	37912213	45	34,03
"МАГАЗИН_""УЮТ""_ПРОИЗВОДСТВ-КОММЕРЧ_МЕДИЦИН_ФИРМЫ_""ИГЛА""_(МАГ_ПРОМ)"	85954063	39	55,79
ЭЛЕКТРОЛАБОРАТОРИЯ	46423109	16	2,3
СЕВАСТОПОЛЬСКИЙ_ГОСУДАРСТВЕННЫЙ_ТЕХНИЧЕСКИЙ_УНИВЕРСИТЕТ_ОСНОВН_КОРПУС	8985867	87	93,28
АТСКЭ-236	65773037	10	90,25
СЕКРЕТАРЬ,_ДИРЕКТОР	84457224	4	58,82
НАЧ_ФИНАНСОВО-ЭКОНОМ_ОТД	87205525	15	73,52
ВОЕННЫЙ_ТРИБУНАЛ_КЧФ	14893089	30	84,6
ЗАВ_ОРГАНИЗАЦИОННЫМ_ОТД	29782167	18	19,79
"М.Ч.П._""ЕВГЕНИЙ_ПЛЮС"""	40444185	17	31,22
КАРДИОЛ_ОТД_2-ОЕ_РЕНТГЕНКАБИН	30528088	119	12,16
ОТДЕЛ_СТРОИТЕЛЬСТВА	53290321	1	68,71
"МАГАЗИН_""ПАНОРАМА""_ООО_""ЛЕНВЕСТ-ЮГ"""	24408607	19	37,64
"РЕСТОРАН_""НЕПТУН"""	25342722	262	31,96
У_МАГАЗИНА	44032060	16	85,87
САФРОНОВА_12_ОК_ТБ	88806759	125	21,96
ЗАМ_УПРАВЛЯЮЩЕГО	64542591	45	78,8
"ООО_САЛОН-ДИЗАЙН_""ГЛОРИЯ""_(МАГ_ЦВ)"	58553094	1	52,84
"ВЧ_63994_ГОСУДАРСТВЕННОЕ_ПРЕДПРИЯТИЕ_""СЕВАСТ._АВИАЦИОННОЕ_ПРЕДПРИЯТИЕ"""	44787802	138	74
БИБЛИОТЕКА_ГРУППОВОГО_КОМИТЕТА_ПРОФСОЮЗА_546	41865268	6	56,02
НАЧАЛЬНИК_ОТДЕЛА_СВЯЗИ	87611708	4	67,33
МАСТЕРСКИЕ_РЕМОНТНЫЕ_НАЧАЛЬНИК	78410875	35	52,52
"МАГАЗИН_15_ОАО_""СЕВПЛОДООВОЩ"""	26755646	2	61,76
ГОРСПРАВКА_1_(Б_МОРСКАЯ_15)	80882507	97	31,15
ОТДЕЛ_ИНВЕСТИРОВАНИЯ	14091133	57	22,56
УЧЕТА_И_ОТЧЕТНОСТИ_ОТД	64131297	122	81,23
КОРПУС_3_АДМИНИСТРАТОР	32816456	5	63,1
К.380_МОДЕМ	95604387	14	41,94
КАБИНЕТ_ГРАЖДАНСКОЙ_ОБОРОНЫ	12097276	36	83,12
ЗАМ_КОМАНДИРА_БРИГАДЫ	44079283	268	38,05
ДЕЖУРНАЯ_СЛУЖБА	37517265	15	4,91
ТАКСОФОН_ЦТЭ_МТС	17703364	8	4,35
СЛУЖБА_ФЛОТА	29810988	5	21,19
УЧЕБНО-СПОРТИВНАЯ_СЕТЬ	40118858	25	21,22
АДМИНИСТРАЦИЯ_ГОРОДСКАЯ_ГОСУДАРСТВЕННАЯ	67257870	29	11,11
ПОДСОБНОЕ_ПРОИЗВОДСТВО_НАЧ	47399370	42	8,89
333000_КРЫМСКОЕ_ОТД.ПРИДНЕПРОВСКОЙ_ЖЕЛЕЗНОЙ_ДОРОГИ	94048097	93	6,11
"ОФИС_ООО_НПФ_""СЕЛСИЛБЕТ"""	12474489	39	80,79
"МАГАЗИН_ГППС_""СЕВАСТОПОЛЬПОЧТА"""	64845714	25	66,86
ОПЕРАТИВНЫЙ_ДЕЖУРНЫЙ_ШТАБА	23097712	54	70,67
ЗАМ_ГЛ_ВРАЧА_ПО_МЕД_ЧАСТИ	67129998	8	33,11
ООО_МАГАЗИН_57_(МАГ_ПРОД)	67302712	21	21,34
"ЧП_""ПЕРСОНА"""	93463893	40	18,22
ОТДЕЛ_НАЛОГОВ_С_ФИЗ.ЛИЦ_К.306	93446627	5	71,05
"УПРАВЛЕНИЕ_ЦЕХА_ГП_""ИНКЕРМАНСКИЙ_ЗАВОД_МАРОЧНЫХ_ВИН"""	57596454	26	50,83
1-ОЕ_ОТДЕЛЕНИЕ	55827205	1	60,77
КОМНАТА_МАСТЕРОВ	50684238	19	71,15
4-Я_БАСТИОННАЯ,_5	5289257	21	40,21
4-Х_ПРОВОДНЫЙ	47811373	209	85,95
ГОСАДМИН._КАБ_59	35759962	7	69,51
АВИК_ЛТД	56046705	4	28,09
"ТЕХНИЧЕСКИЙ_КАБИНЕТ_ПОДГОТОВКИ_СПЕЦИАЛИСТОВ_ГКП_""СЕВТЕПЛОЭНЕРГО"""	41156899	41	28,58
МЕХАНИКО-СУДОВАЯ_СЛУЖБА_МЕТРОЛ	45625947	32	53,97
ПАРИКМАХЕРСКАЯ_ЛЕНИНА_3	43193434	45	31,98
КРИМИНАЛЬНАЯ_МИЛИЦИЯ_ПО_ДЕЛАМ_НЕСОВЕРШЕННОЛЕТНИХ_ИНКЕРМ_ГОРОТД_УМВД	44235991	32	6,88
СКЛАД_5_КОМПР.ЦЕХ	82690523	14	42,27
ТЕХНОЛОГ_ОБОРУДОВАНИЯ_ОТД_НАЧ	75396213	45	48,28
ЗАМЕСТИТЕЛЬ_ПРЕДСЕДАТЕЛЯ	45968519	153	56,2
ГРУППА_ГЕОЛОГОВ_УЛ_ВОЛОДАРСК_9	17071126	54	97,4
ГЛАВНЫЙ_ИНЖЕНЕР_ПОРТА	53700874	6	86,67
РЭП-22	24099614	17	4,81
ПАСПОРТНЫЙ_СТОЛ_УМВД	62555604	99	48,88
ЩЕРБАКА,8_(ОБЩЕЖИТИЕ_МВД)	59103949	5	99,87
"БИБЛИОТЕЧНЫЙ_КОЛЛЕКТОР_ЗАО_""СЕВАСТОПОЛЬКНИГА"""	47947088	35	54,81
СТРОИТЕЛЬНЫЙ_ПОТОК_N_2	14285599	74	70,68
"КООПЕРАТИВ_""ТЕАТР""_МАГАЗИН_""ТЕАТРАЛЬНАЯ_ЛАВКА"""	10026222	9	6,6
ЗАМ._НАЧАЛЬНИКА_К.32А	27312617	2	42,27
ДИРЕКТОР_ГЛ_БУХГАЛТЕР	45789234	27	17,36
ЛАБОРАТОРИЯ_ГОРБОЛЬНИЦЫ_N9	89661268	55	40,5
"ДП_СУДОРЕМОНТНЫЙ_КОМПЛЕКС_""СЕВМОРСУДОРЕМОНТ""_ОАО_""СЕВМОРЗАВОД"""	65416020	367	33,24
ОЭС-42_ЦТЭ_МТС_ТАКСОФОННЫЙ_УЧАСТОК	47364695	9	93,18
ДО_31.12.99_ОТ_КРЫМЛЕССТРОЙ	56683111	5	15,59
"КП_""ИНТЕР-ЧЕРНОБЫЛЬ"""	6124740	181	99,32
ВЕДУЩИЙ_ЭКОНОМИСТ_ОТДЕЛА	17813751	15	54,28
ВЫНОС	51122261	7	15,66
КАБ.77	2855986	60	28,35
ОТДЕЛ_ТРУДА_И_ЗАРПЛАТЫ	58400955	26	11,15
ШКОЛА_9_ОТДЕЛ_ОБРАЗОВАНИЯ_НАХИМОВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	32346103	40	32,74
ДЕТ_ОТД_ПОСТ_ОРДИНАТОРСКАЯ	60098266	5	53,29
ЛЕНИНСКИЙ_РАЙОТДЕЛ_УМВД	73744894	12	53,63
ЗАВ_ОТД_РАДИОБИОЛОГИИ	8989544	70	62,72
ОС_2,_8_К.	51834658	34	45,27
ГОРСПРАВКА_7_СОВЕТСКАЯ_58	37050091	198	7,51
МАГАЗИН-БАР	30837930	48	13,5
"ООО_""ФИРМА_""ВИТИС"""	27647518	9	4,73
"ООО_НПП_""ЭС.Т.КОМ"""	27456702	32	6,89
АТСКЭ_245_247	53907889	20	73,84
ЗАВ_ОТД_САН_ГИДРОБИОЛОГИИ	2105599	68	63,23
"ОТДЕЛЕНИЕ_СВЯЗИ_РОДНИКОВОЕ_ГПЭС_""СЕВАСТОПОЛЬПОЧТА"""	18520539	3	65,4
"ГКП_КИНОВИДЕОПРОКАТ_ОБЪЕДИНЕННАЯ_ДИРЕКЦИЯ_КИНОТЕАТРОВ_N_2_К/Т_""МОСКВА"""	58206330	208	56,18
РСУ	91097769	62	71,49
ГЛАЗНОЕ_ОТДЕЛЕНИЕ_НАЧ	80292357	18	3,52
"ОФИС_ООО_""ФОТОСЕРВИС-ПЛЮС"""	4672803	49	17,34
СИМФЕРОП._ПРЕДСТАВ-ВО_ПРОМАВТОМАТИКА_435	48640328	2	4,54
ЗАМ.НАЧ.ТАМОЖНИ_РУМЯНЦЕВ	75685613	15	80,05
КОММЕРЧЕСКОЕ_ОТД_ЗАВ	22367121	51	23,83
"ПРОМБАЗА_МЧП_""ПРОГРЕСС"""	2545239	17	90,43
ГАЗЕТНАЯ_БАЗА	68113257	5	99,16
"ЗАО_МАГАЗИН_74_""МЕБЕЛЬ""F"	32812615	11	55,76
"ОБЪЕДИНЕНИЕ_ОБЩЕСТВЕННЫХ_ОРГАНИЗАЦИЙ_ИНВАЛИДОВ_""БИНАР"""	21883396	60	28,43
ДЕПАР_РАДИОТЕХНИКА_РТС	13147462	22	10,54
ЗАЛ	59468433	122	47,43
УПРАВЛЕНИЕ_ВОЕННОЙ_КОНТРАЗВ.	72481504	67	29,62
В/Ч_26962	69307621	5	21,9
СПЕЦИАЛ_ПО_СОЦИАЛЬН_ЗАЩИТЕ	64782928	3	67,94
КОМПЛЕКТАЦИИ_ОТД	40307779	4	99,51
ЗАО_МОРСТРОЙ	55732386	3	87,43
КУЛЬТ._ИСТОРИЧ.ЦЕНТР_СЕВАСТОПОЛЬ	1776506	39	55,01
АТСКЭ_ИНЖЕНЕРЫ	44884307	55	73,9
"БАЗА_СУ-42_ЗАО_""СЕВАСТОПОЛЬСТРОЙ"""	34502651	105	53,93
ПЕРЕДНИЙ_ИНКЕР_МАЯК:ВАХТА	88233799	44	15,77
ИСПОЛНИТЕЛЬНЫЙ_ДИРЕКТОР	40921012	42	7,23
МТС_ОТД_СТ_ИНЖЕНЕР	37968120	123	71,67
НАЧАЛЬНИК-ИНТЕРНЕТ	94624478	19	66,65
ВЫЧИСЛИТЕЛЬНЫЙ_ЦЕНТР_НАЧ_СМЕНЫ	89164551	52	91,78
"ООО_""СУДОСТРОЕНИЕ"""	72934380	12	53,16
"ПОМЕЩЕНИЕ_ООО_""МАКО-КРЫМ"""	39416881	115	1,11
НАЧАЛЬНИК_ИНСПЕКЦИИ_К.206	37223772	1	19,67
СТ.ЭЛЕКТРОМЕХАНИК_К.53	90785793	35	3,03
ЗАМ_ДИРЕКТОРА_ПО_ОБЩИМ_ВОПРОС	65778148	13	97,2
БУХГАЛТЕР,ПЛАНОВО-ФИНАНСОВЫЙ	69556111	10	90,32
"ВИНЗАВОД_ЗАО_""СОФЬИ_ПЕРОВСКОЙ"""	45037597	274	5,27
СД_УГПЭС_ПЕРВЫЙ_ОТДЕЛ	3730647	34	38,72
ГОРОДСКАЯ_СПАСАТЕЛЬНО-ВОДОЛАЗНАЯ_СЛУЖБА_ОБЩЕСТВА_СПАСЕН_НА_ВОДАХ_УКР	28060847	16	8,9
ЗАМ_УПР_ТЕР-ХОЗ_КОМП_ПРИЕМНАЯ	55358048	12	17,39
ГРУППА_ТЕПЛОГАЗОСНАБЖЕНИЯ	58281350	1	66,43
"А.П._""СЕРВИС-ЦЕНТР"""	86761806	1	30,75
КОНТРОЛЬНО-СПАСАТЕЛЬНЫЙ_ОТРЯД_СЕВАСТОПОЛЯ	92050405	8	34,4
ПРИЕМНОЕ_ОТДЕЛЕНИЕ	25960377	56	32,07
ВНУТРЕННЯЯ_СВЯЗЬ_41	62786476	383	91,06
"МСП_""ПРОМИНВЕСТ"""	32653990	6	48,89
К.160	79713240	51	54,24
ВАХТА_КОМЕНДАНТ	19318002	331	12,69
ЗАВ_ОТДЕЛЕНИЕ_ПОВЫШЕНИЯ_КВАЛИФ	53980634	12	1,61
ПРОИЗВОД-ТЕХНИЧ_ОТД	61918065	47	80,36
В/Ч_34332	38778639	32	21,65
КОМНАТА_305	26710521	4	47,34
УПРАВЛЕНИЕ(ПОМЕЩ.ДЕТС.ПОЛИК.)	3311266	62	13,46
ЛЕНИНСКИЙ_ОТДЕЛ_РАГС_(РЕГИСТРАЦИИ_АКТОВ_ГРАЖДАН_СОСТОЯНИЯ)	13933113	42	71,12
"ВНУТР.СВ.""81""_КАБ.39Б"	58129658	13	54,13
"АРЕНДОВАННОЕ_ПОМЕЩЕНИЕ_ООО_БЮРО_ИНФОРМАЦИИ_И_БЕЗОПАСНОСТИ_""ДЕЛЬФИН"""	15664300	12	7,26
АЦЕТИЛЕНО-НАПОЛНИТЕЛЬНАЯ_СТ	78316622	65	67,32
УПРАВЛЕНИЕ_МОРСКОЙ_АКВАТОРИИ	91946578	25	32,61
ГРАДОС_И_АРХИТ_ОТД_СПЕЦ_1_КАТЕ	78972131	4	19,72
К.368	62761461	164	70
"ООО_ФИРМА_""КОМТОП""_БАР_""ТОП"""	93557852	44	32,16
ШКОЛА_20	43217028	21	95,2
НА_УЛИЦЕ	61575944	79	10,38
ПОР_39_(ГИМНАЗИЯ_2)	42854960	78	30,87
ДИРЕКТОР_УБ_МТС	23156105	90	85,45
НАХИМОВСКИЙ_ОТДЕЛ_РАГС_(РЕГИСТРАЦИИ_АКТОВ_ГРАЖДАН_СОСТОЯНИЯ)	49465405	2	25,27
ГЛ_БУХГАЛТЕР_ЕМЕЛЬЯНОВА	23387757	16	2,68
НАЧ_КТЦ	48418870	122	17,78
ГЕМАТОЛОГИИ_ОТД	32118647	52	64,14
ЖДУ_НАЧ	77081759	1	26,99
В/Ч_41760	57422947	55	23,25
"ЦЕНТРАЛЬНЫЙ_СКЛАД_ГКП_""СЕВТЕПЛОЭНЕРГО"""	2416245	110	96,84
ПРЕДПРИНИМАТЕЛЬ_ФИНК_И.П.	47789955	44	45,71
"КАФЕ_""БИЛ-МАКС"""	34182400	57	17,07
ГЛАВНЫЙ_КОНСУЛЬТ_ПО_НОТАРИАТУ	15099846	28	29,84
СЕВАСТОПОЛЬСКМЙ_ГОРОДСКАЯ_ОРГАНИЗАЦИЯ_КОМПАРТИИ_УКРАИНЫ	24576606	44	-0,19
"ГАРАЖНЫЙ_КООПЕРАТИВ_""ОКЕАН_2"""	20657186	76	20,79
ДИСПЕТЧЕРСКИЙ_ОТД_НАЧ	83704017	3	49,32
"ЗАО_""ЭЛКИС""_(АТЕЛЬЕ)"	41367986	44	3,84
ГРАДОС_И_АРХИТЕКТ_ОТД_ГЛ_СПЕЦ	58660946	13	74,11
"КАФЕ_УНИВЕРСИТЕТА_ОТ_ЧП_""ЛЕНЧ"""	66768039	1	82,81
НАЧАЛЬНИК_ОТДЕЛА,СЕКРЕТАРЬ	12726164	8	69,9
"МАГАЗИН_N_27_""ПРОМТОВАРЫ"""	95691977	1	25,66
КАДРОВ_ОТДЕЛ	10522980	20	27,71
СУДОВЫХ_СИЛ_УСТАНОВОК_ОТД_НАЧ	90256550	109	72,7
152_ОЭС	59107749	108	59,26
ЮРИДИЧЕСКИЙ_ОТД_ЗАВ._К.7	5737078	6	76,25
ГОСУДАРСТВЕННАЯ_ИНСПЕКЦИЯ_ПО_КОНТРОЛЮ_ЗА_ЦЕНАМИ_В_Г.СЕВАСТОПОЛЕ	73346034	32	66,65
"ОАО_""СЕВАСТОПОЛЬСКИЙ_ЗАВОД_КОММУНАЛЬНОГО_ОБОРУДОВАНИЯ_""МОЛОТ"""""	56396519	8	23,72
ОТДЕЛ_ГОС.СЛУЖБЫ_ОХРАНЫ_ПРИ_УПРАВЛЕНИИ_МВД_УКРАИНЫ_Г._СЕВАСТОПОЛЯ	45505238	1	-0,07
СЕВАСТОПОЛЬСКИЙ_ЦЕНТР_ВЫЧИСЛИТЕЛЬНОЙ_ТЕХНИКИ_И_ИНФОРМАТИКИ	28035838	5	95,98
ИНСПЕКТОР_ПО_ОПЕКЕ_ШКОЛЬНЫЙ_ОТ	90607792	53	31,36
ОБЩЕЖИТИЕ_СЕВАСТОПОЛЬСКОЙ_ТЭЦ_2_(СЕМЕЙНОЕ)	67929801	6	9,84
СЕКРЕТАРЬ-РЕФЕРЕНТ	7782360	22	58,41
ГЛАЗНОЕ_ОТД_ТРАВМА_ДЕЖ_ОКУЛИСТ	44205116	17	29,36
ИНСТРУКТОРА	36908306	31	29,44
ЦЕНТР_КОМПЬЮТЕРНЫХ_ТЕХНОЛОГИЙ	16871116	73	34,53
РАЙВОЕНКОМАТ_ЛЕНИНСКОГО_РАЙОНА	67836342	35	50,62
САНЭПИДЕМСТАНЦИЯ_НАХИМОВСКОГО_РАЙОНА	99608366	370	20,46
"ЖКК_ЗАО_""СЕВАСТОПОЛЬСТРОЙ"""	27861187	3	77,13
МЕХ_КТП	57636443	49	46,92
РАСЧЕТ_С_ЮРИДИЧ.ЛИЦАМИ_ОПЕРАТ	15964678	59	0,67
УЧЕТ_ДОХОДОВ_ПО_ВСЕМ_ОТРАСЛЯМ	30172783	214	8,91
УКРСОЦБАНК_СЕВАСТОПОЛЬСКОЕ_ОТДЕЛЕНИЕ	81963557	6	78,77
АММИАКОХРАНИЛИЩЕ	59711533	20	15,56
АМТ_ЭЛЕКТРОМОНТЕР_ТЕЛ_МАСТЕР	85151132	34	7,03
ОВК	97662091	117	74,4
"С.Ф.С.А.О._""САЛАМАНДРА"""	67214182	82	68,07
БЮРО_ПО_УЧЕТУ_И_РАСПР_ПЛОЩ	54291142	134	69,07
ШКОЛА_19_ОТДЕЛ_ОБРАЗОВАНИЯ_НАХИМОВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	44795800	9	2,15
"ЖД_СТ_ТОВ_""ЗОЛОТАЯ_БАЛКА""_ДЕЖ"	93084892	8	86,37
ТЕХ.УЧЕТ_КОМН.35	3062051	133	50,3
АХЧ	39240141	147	84,16
СТОРОЖКА	94243569	77	66,42
ЭЛЕКТРООСВЕТИТЕЛЬНЫЙ_ЦЕХ	48654826	28	47,81
КЛУБ_НАЧ	58142105	24	36,93
ЛЕНИНСКИЙ_РАЙВОЕНКОМАТ	32986602	22	93,18
ЗАМ._РАЙВОЕНКОМА	45476190	118	78,68
КОМНАТА_640	90717390	314	23,65
УЧЕБНАЯ_ЧАСТЬ	38643795	7	57,41
ЗАМ_ДИРЕКТОРА_ПО_АХЧ	23095046	18	91,44
РАСЧЕТНАЯ	27763166	10	88,93
ДИСПЕТЧЕР_ГАРАЖА	60675661	110	85,5
ИНЖЕНЕР_ПО_КАДРАМ	87622115	10	26,79
"АТЕЛЬЕ_ЧП_""ЭККСЕ"""	28957471	39	66,57
"ФИЛИАЛ_ФИРМЫ_ЧП_""МЕБЕЛЬ_КРЫМА"""	38186121	29	53,36
ОРГАНИЗАЦИОН_ОТД	98905579	18	37,44
СЕВАСТОПОЛЬСКИЙ_МАТРОССКИЙ_КЛУБ	95143673	21	16,06
НАЛОГООБЛ_И_ФИН_КРЕДИТ_ОТД	39291321	4	50,78
"РЫНОК_""БАЛАКЛАВСКИЙ"""	93681265	140	75,53
ОТД_СЛЕДСТВ_НАЧАЛЬНИК	2892955	128	32,1
ЛАБОРАТОРИЯ_ПОЛИКЛИНИКИ_ВЗРОСЛОЙ_1_ОТДЕЛЕНИЕ_2	9784646	43	64,5
ПОМОЩНИКИ_ПРОКУРОРА	98905152	78	38,39
ПРИЕМНАЯ_НАЧАЛЬНИКА_ПОРТА	6356993	28	67,98
ТЕР-Я_ПАВЛОВСКОГО_МЫСА	75092276	49	89,85
ЗАМ_ДИРЕКТОРА_ПО_БЛАГОУСТР	7149769	51	46,38
ТЕХУЧ_ВЫДАЧА_РАЗР_НА_ЗЕМ_РАБОТ	62341347	65	52,63
ЦЕНТР_РЕАБИЛИТАЦИИ	49058996	69	45,95
НАЧАЛЬНИК_УЧАСТКА_N_12	30814004	35	60,08
ПРЕДВАРИТ._Ж/Д_КАССЫ	64396515	18	86,33
КАССА_ТЕЛЕГРАФА_ДОСТАВКА	35939720	23	8,55
ДЕЖ_3_ЭТАЖА	74784375	55	78,26
ПРОИЗВОДСТВЕННЫЙ_ОТДЕЛ	64979341	9	96,61
ПРОДОВОЛЬСТВЕННЫЙ_ОТДЕЛ	37463372	46	51,16
ОТДЕЛЕНИЕ_СБЕРБАНКА_055_НАХИМОВСКОГО_РАЙОНА	73701929	153	46,5
ЦЕНТР_РЕАБИЛИТАЦИИ_ДЕТСКОГО_ФОНДА	30284098	283	47,44
ЭКЗАМЕНАЦ_КЛАСС	74342070	30	79,81
РАСЧЕТ_С_НАСЕЛЕН-АТС-23,53	59780232	44	21,48
ДЕПАР_ЭЛЕКТРОЭНЕРГЕТИКИ	6222638	12	56,21
ДЕЖУРНЫЙ_ПО_ИНЖЕНЕРНОМУ_СКЛАДУ	73193611	2	51,69
"БЫТОВКА_СТРОИТЕЛЕЙ_ГАЭК_""СЕВГОРЭНЕРГО"""	77911980	59	39,65
К.215	2517420	31	85,84
"ОФИС_ООО_""ВЕНД"""	25653744	149	35,78
ДОСТАВКА_УЛ_ХРУСТАЛЕВА	64228410	33	86,48
"М-Н_""ОКЕАН"""	19768068	78	16,72
КООПЕРАТИВ_ГАРАЖЕЙ_МОТОР_2	12610869	275	37,62
МЕДИКО-ПСИХОЛОГИЧЕСКАЯ_КОНСУЛЬТАЦИЯ_N_1	28694466	116	48,06
СОКОВЫЙ_ЗАВОД	76074370	51	5,75
ХИРУРГИЧ_ОТД_1-ОЕ_СТ_СЕСТРА	64125044	3	76,45
"ЗАО_""ВИКТОРИЯ"""	23790657	9	55,46
"ПЛЯЖ_""ПАРК_ПОБЕДЫ""_СПАСАТЕЛЬНАЯ_СТАНЦИЯ"	41047525	15	82,29
СД_УГПЭС_СЛУЖБА_ПОЖАРНОЙ_БЕЗОПАСНОСТИ	39554975	19	40,52
"ГАРАЖНЫЙ_КООПЕРАТИВ_""ЮЖНЫЙ"""	92740079	10	65,92
"АПТЕКА_26_ОАО_""ФАРМАЦИЯ"""	75585319	13	92,66
"ДП_АТП_""СЕВМОРТРАНС""_ОАО_""СЕВМОРЗАВОД"""	9886439	36	44,05
КЛУБ_ВОЕННО-МОРСКОГО_ИНСТИТУТА	64552909	78	32,98
СЕКЦИЯ_ВЕТЕРАНОВ_ВОЙНЫ	37612301	154	92,96
"ООО_""МОРРЫБПРОМ"""	54505183	47	86,09
СЕКРЕТАРИАТ_НАЧ	6879064	38	49,08
СЛУЖЕБНОЕ_ПОМЕЩЕНИЕ	81663661	35	16,27
ОТДЕЛ_МОРЕПЛАВАНИЯ	76196375	34	0,6
